Compound	Class	nring	nrot	ndonr	naccr	dis1	dis2	dis3	0c	1c	2c	3cP	3cC	4cPC	3cCH	4cCH	5cCH	6cCH	0cv	1cv	2cv	3cvP	3cvC	4cvPC	3cvCH	4cvCH	5cvCH	6cvCH	nhyd	nhal	nhet	nhev	ncof	ncocl	ncoi	ncarb	nphos	nsulph	noxy	nnitro	1k	2k	3k	1ka	2ka	3ka	phi	Shev	Scar	Shet	Shal	S(1)	S(2)	S(3)	S(4)	S(5)	S(6)	S(7)	S(8)	S(9)	S(10)	S(11)	S(12)	S(13)	S(14)	S(15)	S(16)	S(17)	S(18)	S(19)	S(20)	S(21)	S(22)	S(24)	S(25)	S(26)	S(27)	S(28)	S(29)	S(30)	S(31)	S(32)	S(33)	S(34)	S(35)	S(36)	S(37)	S(38)	S(39)	S(40)	S(41)	S(42)	S(43)	S(51)	S(54)	S(55)	S(56)	S(57)	S(60)	S(80)	Wmol	Vmc	pi	ea	eb	q+	q-	m	h	SN	IP	A	mcp	cen	w	AS	VS	MS	PSA	Sapc	Sanc	Sapcw	Sancw	Svpc	Svnc	Svpcw	Svncw
Beclometasone	-1	4	2	3	5	12.0178	17.4221	23.9112	20.6983	12.9632	13.3183	13.1273	1.2811	3.5117	0	0	0.0589	0.1346	17.369	10.5203	10.3746	9.716	0.7734	2.1682	0	0	0.0589	0.0942	29	1	6	28	0	1	0	22	0	0	5	0	21.2404	6.4977	2.3951	20.2704	6.0048	2.1753	4.3471	70.9444	6.7867	64.1578	7.3034	103.0722	0	0	0	0	0	0	0	0.8147	0	0	-24.8334	-5.3427	0	0	5.6876	0	1.4662	0	5.0023	0	-1.4759	0	0.3106	0	0	-4.2041	0	0	0	0	0	0	0	0	0	0	32.3339	24.5205	0	0	0	0	0	0	0	0	7.3034	0	408.9211	1.7306	0.1662	0.1228	0.1438	0.2392	0.3455	7.0993	4.8889	0.2045	9.9662	0.1883	-5.0773	5.0773	63.0159	550.7053	394.4469	313.0109	77.6592	391.4054	159.2998	47.6107	36.8645	221.7397	172.7072	26.319	32.9723
Benazepril	-1	3	10	2	5	14.9513	21.3695	32.6804	22.217	14.9904	13.0415	10.4133	1.8127	4.0449	0	0	0	0.1854	17.6209	10.5692	7.5337	5.3803	0.733	1.5368	0	0	0	0.0599	28	0	7	31	0	0	0	24	0	0	5	2	25.6198	13.032	7.5	22.8072	10.9499	6.0695	8.056	76.6667	20.2961	56.3706	0	31.3915	0	0	0	5.2177	0	0	0	0	5.1737	0	-3.0678	-3.6351	0	0	1.7442	0	2.0065	0	0	17.1211	-1.3482	0	-1.493	2.6113	0	0	0	0	3.1799	0	0	0	0	0	0	0	9.3491	37.3149	5.2333	0	0	0	0	0	0	0	0	0	424.4956	2.2015	0.1524	0.1238	0.1368	0.2518	0.3876	5.4766	4.5889	0.2179	9.2629	0.0852	-4.674	4.674	50.1253	703.0074	449.8184	402.4033	85.1288	499.5376	203.4698	62.2303	45.4446	236.7365	213.0819	31.7177	39.0747
Bendroflumethiazide	-1	3	4	3	7	14.7622	17.274	27.7105	20.0352	12.377	13.8172	9.1901	0.9285	2.8194	0	0	0	0.2057	15.1196	10.5157	9.1075	6.3554	0.7178	1.9238	0	0	0	0.0971	14	3	12	27	3	0	0	15	0	2	4	3	21.7027	7.6796	4.9507	19.0433	6.164	3.8532	4.3475	89.25	0.7231	88.5269	39.8174	0	18.1315	0	0	0	0	0	0	0	4.7328	0	-1.9515	0	0	0	0	0	0.1645	0	0	9.5731	-0.9108	0	0	-3.064	0	-5.0396	0	4.842	0	0	0	4.9448	0	0	0	0	0	47.9813	0	0	39.8174	0	0	-9.0586	0	0	0	0	421.4085	1.9861	0.1554	0.106	0.143	0.2661	0.901	9.0341	4.0113	0.2493	9.883	1.8604	-5.8717	5.8717	69.149	569.6462	351.9149	313.6015	125.4187	268.2132	301.433	52.0157	147.4917	152.1941	199.7208	81.1379	79.7078
Benzocaine	-1	1	3	1	2	10.4947	11.8399	17.7966	8.9747	5.7364	4.7859	3.6093	0.691	1.4285	0	0	0	0.0833	6.9104	3.7641	2.3425	1.4218	0.2212	0.353	0	0	0	0.0278	11	0	3	12	0	0	0	9	0	0	2	1	10.0833	4.8889	3.1142	8.7439	3.8752	2.337	2.8237	31	9.6704	21.3296	0	0	6.7615	0	0	0	0	0	0	0	2.0015	0	-0.2278	0	0	0	1.773	0	0.3921	0	0	6.6381	0	0	-0.3079	1.1751	0	0	0	5.4487	0	0	0	0	0	0	0	0	0	11.0929	4.788	0	0	0	0	0	0	0	0	0	165.1914	0.9947	0.1398	0.1254	0.1312	0.23	0.4265	3.2939	4.3907	0.2278	8.7011	-0.0803	-4.3104	4.3104	40.7889	364.2343	190.1737	176.4987	47.9382	264.7757	99.4586	37.2886	23.9252	100.5944	89.5793	15.5149	18.7422
Benzonatate	-1	1	33	1	11	44.2703	47.7422	82.5002	30.1879	20.7744	15.2349	11.1751	0.6065	1.4532	0	0	0	0.0833	25.6494	14.8947	8.8854	5.4767	0.2083	0.397	0	0	0	0.0278	53	0	12	42	0	0	0	30	0	0	11	1	40.0238	32.3951	27.0833	38.3148	30.7381	25.5146	28.0411	93	24.0771	68.9229	0	0	4.3752	0	0	0	0	0	0	0	3.1765	0	-1.5818	0	0	0	3.792	0	11.8328	0	0	7.2918	0	0	-0.3584	1.5189	0	0	0	0	0	0	0	3.3155	0	0	0	0	0	12.0937	53.5137	0	0	0	0	0	0	0	0	0	603.7488	3.759	0.1226	0.1249	0.1302	0.2378	0.3855	5.1019	4.3161	0.2317	8.6052	-0.027	-4.2891	4.2891	39.7006	1215.5852	726.2887	659.2522	121.0223	1015.6426	199.9426	89.8215	47.8713	417.9612	308.3275	39.0637	45.2446
Betaine	-1	0	2	1	2	6.4269	7.932	11.8515	6.7845	3.4165	4.1586	1.0206	0.4082	0.2041	0	0	0	0	5.5098	2.4392	2.8422	0.6096	0.0645	0.0289	0	0	0	0	12	0	3	8	0	0	0	5	0	0	2	1	8	2.52	7.2	7.59	2.2391	6.8079	2.1243	23.6667	4.9524	18.7143	0	26.4756	0	0	0	0	0	0	0	0	0	0	0	-1.7778	0	0	5.5242	0	0.1806	0	0	0	0	0	-0.7523	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2335	9.9993	0	0	0	0	0	0	0	0	0	0	118.1553	0.7459	0.1381	0.1391	0.061	0.2379	0.3967	1.4738	1.5632	0.6397	1.6845	-1.442	-0.1213	0.1213	0.0115	279.0551	147.8735	129.3628	31.4386	220.2039	58.8512	23.6264	18.3566	97.2412	50.6323	11.1378	13.8492
Betamethasone	-1	5	2	3	6	12.0181	16.9792	23.8409	20.6983	12.9632	13.3183	13.1273	0.8728	2.4437	0	0	0.0589	0.1346	16.6131	10.1423	9.7492	8.7913	0.478	1.4183	0	0	0.0589	0.0942	29	1	6	28	1	0	0	22	0	0	5	0	21.2404	6.4977	2.3951	19.9253	5.8327	2.0995	4.1507	74.8333	1.6305	73.2029	16.8591	103.0722	0	0	0	0	0	0	0	0.8147	0	0	-24.8334	-5.3427	0	0	5.2571	0	0.6082	0	4.4482	0	-2.6911	0	-0.1199	0	0	-5.872	0	0	0	0	0	0	0	0	0	0	31.9634	24.3804	0	0	16.8591	0	0	0	0	0	0	0	392.4665	1.4845	0.1924	0.1193	0.143	0.2384	0.3832	4.5614	4.6731	0.214	9.8803	0.5341	-5.2072	5.2072	63.3547	532.5303	373.2198	301.1487	70.5286	383.9072	148.6231	46.8736	38.4021	210.9928	162.2271	25.4063	33.3502
Bethanechol	-1	0	4	1	2	8.0768	10.5644	15.4193	9.0689	4.8103	5.4995	1.8346	0.6969	0.5467	0	0	0	0	7.6255	3.5761	3.7204	1.1222	0.2148	0.1856	0	0	0	0	17	0	4	11	0	0	0	7	0	0	2	2	11	4.1327	7.9012	10.39	3.6866	7.285	3.4822	28.5	7.8594	20.6406	0	0	0	0	0	0	0	0	0	0	0	0	-0.57	0	0	0	7.9135	0	0.7668	0	0	0	-0.1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2886	4.7494	0	0	0	0	0	0	0	0	0	161.2235	1.0262	0.1175	0.1394	0.0583	0.2616	0.4315	2.3579	1.443	0.693	1.4148	-1.4712	0.0282	-0.0282	0.0006	352.0415	206.5462	174.1473	46.7862	295.678	56.3634	34.4234	20.7224	141.2299	65.3163	17.3	19.61
Bicalutamide	-1	2	7	2	9	15.6109	19.2167	27.237	22.0352	13.259	14.0674	9.792	1.1258	3.1276	0	0	0	0.1514	15.6043	9.5486	8.3005	5.7688	0.5458	1.2337	0	0	0	0.0518	14	4	11	29	4	0	0	18	0	1	4	2	25.2622	9.6465	6.7383	22.1919	7.7282	5.2441	5.9139	100.9167	-4.8504	105.7671	51.9636	35.6637	0	0	0	0	0	0	0	0	3.6364	0	-4.0322	0	0	0	0.8727	0	-1.0973	0	0	6.0254	0	1.378	0	-3.3771	0	-7.3752	0	0	0	0	8.7693	0	0	0	0	0	10.2859	36.9566	0	0	51.9636	0	0	-4.2147	0	0	0	0	430.3732	2.0904	0.1465	0.1045	0.1487	0.2559	0.8907	3.4184	4.2157	0.2372	10.4505	2.0191	-6.2348	6.2348	81.9374	622.0462	382.5281	340.7445	94.7495	250.2722	371.7739	42.6825	84.1255	143.5317	238.9964	48.7307	58.5795
Biperiden	-1	4	5	1	1	12.0468	17.081	24.7158	15.7005	11.255	10.1648	8.939	0.8371	2.2661	0	0	0.2141	0.2722	14.0319	9.4415	7.8293	6.4238	0.662	1.6004	0	0	0.1748	0.1565	29	0	2	23	0	0	0	21	0	0	1	1	16.4675	7.0869	3.3833	15.4102	6.41	2.9914	4.2948	42.4167	28.0861	14.3306	0	36.7039	0	0	0	0	0	0	0	0.8159	0.2895	0	-11.1463	0	0	0	0	0	10.7487	0	4.7409	10.4599	1.6727	0	0	1.1277	0	-0.6638	0	0	0	0	0	0	0	2.556	0	0	11.7745	0	0	0	0	0	0	0	0	0	0	0	311.4662	1.4632	0.1718	0.1287	0.1359	0.2123	0.3336	1.1903	4.7865	0.2089	9.1673	-0.4057	-4.3808	4.3808	45.9293	546.5886	353.5906	298.4529	23.8308	482.8129	63.7756	51.6085	10.9964	212.8531	140.7374	22.1497	21.2999
Budesonide	-1	5	4	2	6	15.2517	19.9499	28.2252	22.1814	14.7075	14.4315	13.324	1.5715	4.0089	0	0	0.1423	0.1463	18.6733	11.807	10.7252	9.3713	0.8492	2.3784	0	0	0.0867	0.105	34	0	6	31	0	0	0	25	0	0	6	0	22.7755	7.7655	2.9693	21.5028	7.0777	2.6509	4.9094	72.25	12.9683	59.2817	0	68.2127	0	0	0	0	0	0	0	1.4384	0	0	-19.3118	-4.3427	0	0	6.2565	0	3.8241	0	5.3697	0	-1.1344	0	0.8093	0	0	-2.1569	0	0	0	0	0	0	0	0	0	0	21.409	25.2089	12.6638	0	0	0	0	0	0	0	0	0	430.54	1.9187	0.1685	0.123	0.1435	0.2099	0.334	8.0739	4.881	0.2049	9.9287	0.1667	-5.0477	5.0477	62.1821	634.3313	448.4104	364.0284	83.5544	485.7418	148.5894	54.5344	39.5749	275.9673	172.443	30.2807	34.9518
Bumetanide	-1	2	8	3	5	12.9727	17.5772	28.0041	18.4494	11.8247	11.1075	7.8484	1.1247	2.8401	0	0	0	0.1576	14.5451	9.2815	6.9265	4.3335	0.497	1.1404	0	0	0	0.0529	20	0	8	25	0	0	0	17	0	1	5	2	21.3018	9.7963	6.2823	18.6261	7.9088	4.8803	5.8924	68.4167	14.0492	54.3674	0	31.2802	12.4041	0	0	0	0	0	0	0	2.1884	0	-2.3316	0	0	0	2.0065	0	2.2819	0	0	10.929	0	0	-1.2549	0.0868	0	0	0	5.2755	0	0	0	3.0339	0	0	0	0	0	44.5311	5.718	0	0	0	0	-4.191	0	0	0	0	364.4154	1.9883	0.1526	0.1102	0.1321	0.2546	0.8798	2.8851	3.6763	0.272	8.7947	1.4421	-5.1184	5.1184	48.1562	590.8591	370.5291	324.7937	120.1334	391.7542	199.1049	61.6421	86.8904	194.7904	175.7387	58.783	56.8903
Butenafine	-1	3	5	0	0	13.662	16.772	26.9345	17.1565	11.4317	11.0596	8.2355	1.1066	2.7361	0	0	0	0.2347	15.2123	8.6795	7.7575	4.5926	0.6824	1.3768	0	0	0	0.0796	27	0	1	24	0	0	0	23	0	0	0	1	18.7811	8.1315	5.0193	16.7278	6.7828	4.0581	4.7276	44.5833	42.2005	2.3828	0	0	0	0	0	0	0	0	0	0	9.1435	0	-0.375	-0.5195	0	0	8.9696	0	1.9266	0	0	24.266	0	0	0	4.1487	2.6739	0.2157	0	0	0	0	0	0	0	2.3828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317.473	1.7331	0.1739	0.121	0.1274	0.1512	0.2259	1.1428	3.9811	0.2512	8.3253	0.3632	-4.3443	4.3443	37.5668	580.1947	374.3321	324.1023	4.6626	451.0595	129.1351	45.7716	15.7027	199.8069	174.5251	19.9437	20.9148
Butoconazole	-1	3	7	0	1	10.8662	17.9342	24.2135	17.6481	12.1142	10.7405	8.6462	1.5085	3.1098	0	0	0.1443	0.1514	16.493	9.9381	8.2767	6.345	1.2462	2.5573	0	0	0.0385	0.0518	17	3	6	25	0	3	0	19	0	1	0	2	19.7531	9.7963	6	18.6549	8.9962	5.4201	6.7129	53.3333	26.7199	26.6135	18.6696	0	0	0	0	0	0	0	0	2.6738	6.1403	0	-0.8669	0	0	0	0	0	2.803	0	5.6086	13.6319	0.3216	0	0	4.3547	0	0	0	0	0	0	0	4.1323	0	0	2.0876	0	0	0	0	0	0	0	0	0	1.724	0	18.6696	0	411.7757	2.1765	0.1391	0.1153	0.134	0.2041	0.2286	5.2223	4.0249	0.2485	8.98	0.9303	-4.9552	4.9552	49.4125	600.802	394.8195	339.6735	34.7643	335.9912	264.8108	43.3079	20.8272	182.9735	211.846	20.7651	19.901
Calcipotriol	-1	4	5	3	3	17.9367	22.1369	36.4106	21.4659	14.2915	13.5682	11.8481	1.9239	4.6644	0.2887	0	0.0833	0.1145	18.7636	12.1059	10.736	8.9399	1.2075	2.7539	0.2887	0	0.0833	0.0927	40	0	3	30	0	0	0	27	0	0	3	0	23.168	9.4694	4.7155	22.0489	8.763	4.2942	6.4405	62.0833	31.6992	30.3841	0	92.5057	0	0	0	0	0	0	0.4684	-1.2417	0	0	-20.4687	-13.0686	0	0	4.8267	4.0549	9.4964	0	8.759	0	0.9338	0	3.3095	0	0	0.3189	0	0	0	0	0	0	0	0	0	0	30.3841	0	0	0	0	0	0	0	0	0	0	0	412.6112	2.1082	0.168	0.1266	0.1296	0.2059	0.3369	4.6296	4.3692	0.2289	8.5457	-0.1927	-4.1765	4.1765	38.1062	726.1115	481.0703	410.5032	58.613	614.9712	111.1403	67.7212	28.0927	299.526	181.5443	31.5345	33.9267
Calcitonin	-1	0	21	11	11	23.2114	28.9538	44.3422	35.7229	21.3716	19.4008	13.6441	3.9888	7.4766	0	0	0	0	27.3071	15.2014	11.271	6.7876	1.6696	2.4697	0	0	0	0	44	0	21	46	0	0	0	25	0	2	11	8	46	24.2	18.5449	42.34	21.1938	15.957	19.5075	142.4444	-16.8301	159.2745	0	95.183	0	57.6536	6.4427	0	0	0	0	0	0	0	-29.8468	-21.6124	0	0	4.531	0	-2.6094	0	0	0	-10.5599	0	-1.4202	0	0	0	5.5114	0	0	0	0	0	0	0	0	0	19.8289	107.7601	0	0	0	0	7.6956	0	0	0	0	0	696.7896	3.7668	0.1213	0.1261	0.1329	0.2863	0.4282	10.8764	4.5066	0.2219	8.8695	-0.1437	-4.3629	4.3629	42.8911	1012.7673	723.6308	613.7494	361.4586	664.1877	348.5796	93.4664	92.6453	417.8883	305.7425	65.6886	79.9211
Calcium_folinate	-1	3	9	7	9	19.6396	24.3564	32.8777	24.8277	16.1888	14.8473	11.5342	2.6196	5.3032	0	0	0	0.1944	17.7635	10.1261	7.405	5.0924	0.8602	1.6318	0	0	0	0.0631	23	0	14	34	0	0	0	20	0	0	7	7	28.5694	13.5168	7.998	24.3445	10.5441	5.9456	7.5497	99.1667	2.3971	96.7696	0	92.7919	15.0012	0	0	0	0	0	0	0.1244	0.1891	0	-12.6892	0	0	0	0	0	-0.0381	0	0.5575	6.1405	-1.7317	0	-2.4843	0.6066	0	0	0	5.5181	0	0	0	6.1137	7.647	0	0	0	19.2583	54.6393	0	0	0	0	0	0	0	0	0	0	473.4444	2.3127	0.1591	0.1243	0.1258	0.2623	0.3972	4.7731	4.0659	0.2459	8.161	0.0293	-4.0952	4.0952	34.093	728.7887	455.2969	403.0732	200.3568	455.397	273.3917	84.3679	80.0241	255.9875	199.3094	47.016	53.4989
Candesartan	-1	5	7	2	7	14.7861	19.0598	27.7617	22.7859	16.1522	14.2977	12.3548	1.8596	4.8921	0	0	0.2229	0.2347	17.7648	10.4318	7.3844	5.3686	0.7596	1.6969	0	0	0.0474	0.0796	20	0	9	33	0	0	0	24	0	0	3	6	24.6837	11.3728	5.4044	20.6793	8.7329	3.9061	5.4725	76.6667	28.9509	47.7157	0	32.3193	4.4342	0	0	0	0	0	0	0	6.282	0	-0.6197	-0.7286	0	0	1.8731	0	0.8492	0	0	21.0142	0	0	-0.0054	5.2198	0	0	0	0	0	0	0	18.6891	0	0	1.8109	0	9.6808	11.8191	5.7157	0	0	0	0	0	0	0	0	0	440.4604	2.0467	0.1804	0.1197	0.1349	0.2786	0.3682	5.457	4.2844	0.2334	9.0677	0.4989	-4.7833	4.7833	49.0127	657.3223	424.2665	376.4031	107.4174	414.114	243.2082	53.9486	36.7168	191.3748	232.8917	24.4581	30.633
Capecitabine	-1	2	7	3	8	18.5412	21.1983	35.0532	18.5601	11.8454	10.6352	8.7059	1.8195	4.4004	0	0	0.0786	0.0556	14.015	8.0882	5.8083	3.8597	0.6366	1.23	0	0	0.0454	0.0144	22	1	10	25	1	0	0	15	0	0	6	3	21.3018	9.7963	5.4896	19.4448	8.4753	4.6001	6.592	72.5	-1.1042	73.6042	14.116	62.2375	0	0	0	0	0	0	0	0	0.0879	0	-20.3531	0	0	0	3.5062	0	2.7091	0	0	0.7507	-4.618	0	0	-2.5363	0	0	0	0	0	0	0	0	3.4339	0	0	0.7267	19.5517	23.6109	10.1038	0	14.116	0	0	0	0	0	0	0	359.3537	1.8572	0.1354	0.116	0.14	0.2686	0.3979	7.0112	4.3608	0.2293	9.5815	0.8599	-5.2207	5.2207	59.4281	621.9486	374.2073	332.128	111.5804	435.3303	186.6183	55.0039	43.2119	209.4943	164.7131	28.8758	34.2826
Capreomycin	-1	2	9	15	9	18.6191	25.951	36.3735	34.3882	21.7634	19.4134	15.0603	3.3853	7.2588	0	0	0	0.0833	24.8127	14.2193	10.2874	6.7375	1.1803	2.0929	0	0	0	0.0361	42	0	22	46	0	0	0	24	0	0	8	14	42.1684	21.9501	14.7996	37.1285	18.0403	11.7608	14.561	135.5	-15.5451	151.0451	0	32.2803	28.0215	0	22.4668	0	0	0	0	-0.3199	0	0	-21.6332	-6.9538	0	0	0	0	-0.579	0	0.7345	0	-7.9913	0	-1.9078	0	0	0	17.1683	7.8673	0	0	0	7.4574	0	0	0	0	9.7932	89.7172	0	0	0	0	0	0	0	0	0	0	654.6848	3.3684	0.1384	0.1232	0.1374	0.2633	0.4317	2.5937	4.5916	0.2178	9.3238	0.1407	-4.7323	4.7323	51.4129	934.1782	685.0614	581.4398	356.0044	648.7114	285.4667	98.5037	104.0146	423.7816	261.2797	69.6892	77.7439
Carbenicillin	-1	3	5	3	6	14.4482	17.7666	28.6149	19.2232	12.1476	12.1591	9.3889	1.8521	4.4886	0	0.1111	0.068	0.1021	14.8955	8.8379	8.5372	6.1863	0.7904	2.0692	0	0.0745	0.0913	0.0321	18	0	9	26	0	0	0	17	0	1	6	2	20.727	7.788	3.8058	18.5578	6.4923	3.0543	4.634	75.25	3.4767	71.7733	0	63.6184	0	0	0	0	0	0	0	0	0.6358	0	-6.5122	-2.3911	0	0	3.4543	0	0	0	0	8.0163	-3.8706	0	-2.4204	0.3092	0	-0.711	0	0	0	0	0	0	0	0	0	0	18.8071	47.944	0	0	0	0	0	0	1.2859	0	0	0	378.399	1.8721	0.1448	0.1248	0.1353	0.2573	0.3566	3.0086	4.5632	0.2191	9.1147	-0.0117	-4.5515	4.5515	47.2666	580.233	366.2518	316.8817	137.6112	366.9837	213.2493	53.7097	55.6765	196.9144	169.3374	31.3422	37.9219
Carmustine	-1	0	5	1	3	9.707	12.5481	17.0105	9.3973	5.7567	4.0765	3.0016	0.4024	1.069	0	0	0	0	7.8071	4.3337	2.5706	1.358	0.1164	0.2281	0	0	0	0	9	2	7	12	0	2	0	5	0	0	2	3	12	7.6389	5.3254	11.45	7.1182	4.8683	6.7919	37.3889	0.2769	37.112	10.609	0	0	0	0	0	0	0	0	0	0	0	-0.9272	0	0	0	0	0	0.8544	0	0	0	0	0	-0.5775	0	0	0	0	0	0	0	0	2.4744	0	0	0.7079	0	0	20.9499	0	0	0	0	0	0	0	0	10.609	0	214.051	1.226	0.0984	0.1135	0.1505	0.24	0.4096	3.2135	4.7616	0.21	10.6338	1.1107	-5.8723	5.8723	82.0976	386.3038	212.1164	190.7913	58.8705	171.2661	215.0377	25.9211	33.7447	88.5554	123.561	15.7974	20.329
Cefaclor	-1	3	4	3	4	13.5217	17.6707	26.1145	17.4304	11.4136	10.6104	9.0884	1.8507	4.783	0	0.1111	0	0.1576	13.8811	8.5171	6.9043	5.6142	0.9236	2.2783	0	0.0745	0	0.088	14	1	9	24	0	1	0	15	0	1	4	3	18.7811	7.7091	3.6184	16.8148	6.4636	2.912	4.5285	66.9444	5.128	61.8165	5.8977	31.2229	0	0	7.8895	0	0	0	0	0	2.0406	0	-2.176	-2.4223	0	0	0	0	0.2726	0	0	8.7837	-2.1999	0	-1.3652	0.6288	0	0	5.9084	0	0	0	0	0	0	0	0	0	0	44.9981	0	0	0	0	0	0	1.3	0	5.8977	0	367.8063	1.8165	0.1456	0.1167	0.1388	0.2585	0.3691	3.3793	4.336	0.2306	9.4627	0.7907	-5.1267	5.1267	56.9808	563.6866	339.6626	305.2473	130.1981	388.664	175.0226	49.4581	41.843	189.7055	149.957	26.0887	29.6581
Cefadroxil	-1	3	4	4	5	14.6256	17.293	29.6604	18.3006	11.8074	11.2322	9.4991	2.1394	5.1912	0	0.1111	0	0.1389	14.117	8.5844	7.0044	5.6181	0.9745	2.3055	0	0.0745	0	0.0837	17	0	9	25	0	0	0	16	0	1	5	3	19.7531	7.935	3.84	17.6175	6.6008	3.0656	4.6516	70.5	4.8185	65.6815	0	60.2214	0	0	7.6585	0	0	0	0	0	-3.3923	0	-2.5195	-3.7714	0	0	1.6732	0	0.4786	0	0	5.8906	-2.242	0	-0.5449	0.5559	0	0	5.8979	0	0	0	0	0	0	0	0	0	18.5655	36.0076	0	0	0	0	0	0	1.4008	0	0	0	363.3874	1.8148	0.1493	0.1191	0.1345	0.2558	0.3678	2.8378	4.2422	0.2357	9.0364	0.5521	-4.7943	4.7943	48.7531	576.6455	351.5626	313.2066	149.4232	383.6534	192.9921	54.2921	49.7848	191.8469	159.7156	29.0306	34.0207
Cefalexin	-1	3	4	3	4	14.0523	16.6136	26.9453	17.4304	11.4136	10.6104	9.0884	1.8507	4.783	0	0.1111	0	0.1576	13.7472	8.4501	6.8235	5.5246	0.9	2.2194	0	0.0745	0	0.088	17	0	8	24	0	0	0	16	0	1	4	3	18.7811	7.7091	3.6184	16.5347	6.2915	2.8168	4.3345	64.8333	8.3329	56.5004	0	31.2229	0	0	7.8895	0	0	0	0	0	2.0406	0	-2.176	-3.1613	0	0	1.6916	0	0.5071	0	0	8.8604	-2.0307	0	-0.4709	0.6499	0	0	5.9295	0	0	0	0	0	0	0	0	0	0	45.2517	0	0	0	0	0	0	1.4319	0	0	0	347.388	1.7642	0.1533	0.1193	0.1369	0.2556	0.3683	2.9335	4.3669	0.229	9.2677	0.534	-4.9009	4.9009	52.443	563.278	341.8384	304.8144	130.0141	383.0026	180.2754	51.568	43.8878	179.5223	162.3161	27.2107	31.69
Cefamandole	-1	4	7	2	7	17.3523	20.3402	32.12	22.1206	14.8799	13.6388	11.8385	2.184	5.7599	0	0.1111	0.1179	0.1576	17.7988	11.1819	8.8701	7.2953	1.0479	2.7094	0	0.0745	0.02	0.088	17	0	13	31	0	0	0	18	0	2	5	6	24.1349	10.5081	5.0865	21.4905	8.7842	4.0841	6.0896	83.8333	6.134	77.6993	0	33.5997	0	0	0	0	0	0	0	0	-0.0895	0	-1.9049	-4.9913	0	0	1.6648	0	0.6056	0	0	8.3273	-2.9447	0	-0.6306	0.3961	0	0	0	0	3.7179	0	0	7.3702	0	0	1.4594	0	10.2269	48.6844	0	0	0	0	0	0	2.5797	0	0	0	461.4895	2.3342	0.2021	0.1048	0.1201	0.2399	0.3687	5.0673	2.8047	0.3565	7.5908	1.9814	-4.7861	4.7861	32.1235	683.23	423.772	379.765	183.328	393.7971	289.433	60.5191	52.6316	211.797	211.975	40.9255	37.294
Cefapirin	-1	3	8	2	7	18.1006	21.4813	36.5504	20.2588	13.3799	12.3164	9.538	2.0879	4.225	0	0.1111	0	0.1576	16.4178	10.2716	8.1179	6.3873	0.9693	2.2265	0	0.0745	0	0.0807	17	0	11	28	0	0	0	17	0	2	6	3	22.68	10.3469	5.5868	20.5224	8.8617	4.6284	6.4951	77.5	5.4675	72.0325	0	32.4232	0	0	0	0	0	0	0	0	2.86	0	-0.8902	-3.213	0	0	1.2263	0	0.2421	0	0	6.8039	-1.2688	0	-1.6139	0.8796	0	0	0	0	0	0	0	0	3.9018	0	0	0	9.4949	47.2931	4.8817	0	0	0	0	0	2.6402	0	0	0	423.4578	2.2089	0.1453	0.1163	0.1336	0.2539	0.3644	2.5298	4.0561	0.2465	8.946	0.8339	-4.89	4.89	48.4939	655.6237	397.3083	357.9917	161.3161	429.1796	226.4442	62.9638	55.4142	222.3049	175.0033	35.513	38.2897
Cefazolin	-1	4	7	2	8	18.5624	20.5922	37.0281	20.5432	13.9356	13.0116	10.5903	2.1724	4.6497	0	0.1111	0.2622	0.0556	17.3301	11.1188	9.6045	7.5386	1.3728	2.7616	0	0.0745	0.0843	0.0559	14	0	15	29	0	0	0	14	0	3	4	8	22.2031	9.6465	4.924	20.0595	8.253	4.0757	5.7087	76.8333	2.7872	74.0461	0	32.8483	0	0	0	0	0	0	0	0.8861	0	0	-1.8308	-2.0623	0	0	1.8445	0	0.7175	0	1.2902	0	-1.234	0	-0.5342	1.5748	0	0	0	0	3.598	0	0	6.879	7.9589	0	1.2335	0	0	46.2503	0	0	0	0	0	0	2.8127	1.4302	0	0	454.4958	2.3029	0.148	0.1103	0.1368	0.2619	0.4142	6.825	3.9159	0.2554	9.2648	1.433	-5.3489	5.3489	56.0179	654.5199	400.6799	358.8968	215.1067	396.0294	258.4905	70.0774	42.4278	215.1741	185.5058	40.478	32.7212
